"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","ROADACCID","DEATH","1000000HAB","A","2013",34.016440448433,
"DNK","ROADACCID","DEATH","1000000HAB","A","2014",32.249633426213,
"AUT","ROADACCID","DEATH","1000000HAB","A","2001",119.12025587727,
"AUT","ROADACCID","DEATH","1000000HAB","A","2002",118.28818193415,
"AUT","ROADACCID","DEATH","1000000HAB","A","2003",114.63508303902,
"AUT","ROADACCID","DEATH","1000000HAB","A","2004",107.44048616942,
"AUT","ROADACCID","DEATH","1000000HAB","A","2005",93.341755158013,
"AUT","ROADACCID","DEATH","1000000HAB","A","2006",88.285366361897,
"AUT","ROADACCID","DEATH","1000000HAB","A","2007",83.298304246634,
"AUT","ROADACCID","DEATH","1000000HAB","A","2008",81.595905351634,
"AUT","ROADACCID","DEATH","1000000HAB","A","2009",75.869051216164,
"AUT","ROADACCID","DEATH","1000000HAB","A","2010",66.001833703119,
"AUT","ROADACCID","DEATH","1000000HAB","A","2011",62.323909632476,
"AUT","ROADACCID","DEATH","1000000HAB","A","2012",62.989391091877,"B"
"AUT","ROADACCID","DEATH","1000000HAB","A","2013",53.656780336099,
"AUT","ROADACCID","DEATH","1000000HAB","A","2014",50.31384136116,
"SRB","ROADACCID","DEATH","1000000HAB","A","2001",169.65567627511,
"SRB","ROADACCID","DEATH","1000000HAB","A","2002",112.98572858187,
"SRB","ROADACCID","DEATH","1000000HAB","A","2003",114.69682007745,
"SRB","ROADACCID","DEATH","1000000HAB","A","2004",127.69395042875,
"SRB","ROADACCID","DEATH","1000000HAB","A","2005",113.02595202189,
"SRB","ROADACCID","DEATH","1000000HAB","A","2006",121.43177780575,
"SRB","ROADACCID","DEATH","1000000HAB","A","2007",130.32441974813,
"SRB","ROADACCID","DEATH","1000000HAB","A","2008",122.03713030708,
"SRB","ROADACCID","DEATH","1000000HAB","A","2009",110.37034578292,
"SRB","ROADACCID","DEATH","1000000HAB","A","2010",89.968560376859,
"SRB","ROADACCID","DEATH","1000000HAB","A","2011",100.63450887249,
"SRB","ROADACCID","DEATH","1000000HAB","A","2012",95.012180033635,
"SRB","ROADACCID","DEATH","1000000HAB","A","2013",90.171426210461,
"SRB","ROADACCID","DEATH","1000000HAB","A","2014",75.169242989627,
"ISL","ROADACCID","DEATH","1000000HAB","A","2001",84.219982594537,
"ISL","ROADACCID","DEATH","1000000HAB","A","2002",100.86149629769,
"ISL","ROADACCID","DEATH","1000000HAB","A","2003",79.441560370405,
"ISL","ROADACCID","DEATH","1000000HAB","A","2004",78.74716681389,
"ISL","ROADACCID","DEATH","1000000HAB","A","2005",64.030411075239,
"ISL","ROADACCID","DEATH","1000000HAB","A","2006",102.04686255275,
"ISL","ROADACCID","DEATH","1000000HAB","A","2007",48.143892465802,
"ISL","ROADACCID","DEATH","1000000HAB","A","2008",37.805515824759,
"ISL","ROADACCID","DEATH","1000000HAB","A","2009",53.375363815899,
"ISL","ROADACCID","DEATH","1000000HAB","A","2010",25.15398957996,
"ISL","ROADACCID","DEATH","1000000HAB","A","2011",37.615904004213,
"ISL","ROADACCID","DEATH","1000000HAB","A","2012",28.062210803328,
"ISL","ROADACCID","DEATH","1000000HAB","A","2013",46.330042870733,
"ISL","ROADACCID","DEATH","1000000HAB","A","2014",12.217993438938,
"NZL","ROADACCID","DEATH","1000000HAB","A","2001",117.25293132328,
"NZL","ROADACCID","DEATH","1000000HAB","A","2002",102.57059642902,
"NZL","ROADACCID","DEATH","1000000HAB","A","2003",114.47159316647,
"NZL","ROADACCID","DEATH","1000000HAB","A","2004",106.42201834862,
"NZL","ROADACCID","DEATH","1000000HAB","A","2005",97.970439536515,
"NZL","ROADACCID","DEATH","1000000HAB","A","2006",93.915786455097,
"NZL","ROADACCID","DEATH","1000000HAB","A","2007",99.673279984848,
"NZL","ROADACCID","DEATH","1000000HAB","A","2008",85.919526738345,
"NZL","ROADACCID","DEATH","1000000HAB","A","2009",89.480779063822,
"NZL","ROADACCID","DEATH","1000000HAB","A","2010",86.193026409543,
"NZL","ROADACCID","DEATH","1000000HAB","A","2011",64.78102189781,
"NZL","ROADACCID","DEATH","1000000HAB","A","2012",69.871373153967,
"NZL","ROADACCID","DEATH","1000000HAB","A","2013",56.955043785597,
"NZL","ROADACCID","DEATH","1000000HAB","A","2014",64.971062376655,
"USA","ROADACCID","DEATH","1000000HAB","A","2001",148.07226983725,
"USA","ROADACCID","DEATH","1000000HAB","A","2002",149.5175007149,
"USA","ROADACCID","DEATH","1000000HAB","A","2003",147.82084569883,
"USA","ROADACCID","DEATH","1000000HAB","A","2004",146.29516710452,
"USA","ROADACCID","DEATH","1000000HAB","A","2005",147.2336922773,
"USA","ROADACCID","DEATH","1000000HAB","A","2006",143.1329599695,
"USA","ROADACCID","DEATH","1000000HAB","A","2007",136.96788062201,
"USA","ROADACCID","DEATH","1000000HAB","A","2008",123.0639347839,
"USA","ROADACCID","DEATH","1000000HAB","A","2009",110.45027584682,
"USA","ROADACCID","DEATH","1000000HAB","A","2010",106.67604720204,
"USA","ROADACCID","DEATH","1000000HAB","A","2011",104.21818106208,
"USA","ROADACCID","DEATH","1000000HAB","A","2012",106.88445579178,
"USA","ROADACCID","DEATH","1000000HAB","A","2013",103.46435788214,
"USA","ROADACCID","DEATH","1000000HAB","A","2014",102.55081620485,
"PRT","ROADACCID","DEATH","1000000HAB","A","2001",161.25106897589,
"PRT","ROADACCID","DEATH","1000000HAB","A","2002",160.75425319764,
"PRT","ROADACCID","DEATH","1000000HAB","A","2003",147.81780852737,
"PRT","ROADACCID","DEATH","1000000HAB","A","2004",123.42780965906,
"PRT","ROADACCID","DEATH","1000000HAB","A","2005",118.72425221335,
"PRT","ROADACCID","DEATH","1000000HAB","A","2006",92.090237408442,
"PRT","ROADACCID","DEATH","1000000HAB","A","2007",92.383887491222,
"PRT","ROADACCID","DEATH","1000000HAB","A","2008",83.82128846675,
"PRT","ROADACCID","DEATH","1000000HAB","A","2009",69.737204287523,
"PRT","ROADACCID","DEATH","1000000HAB","A","2010",88.621123416973,
"PRT","ROADACCID","DEATH","1000000HAB","A","2011",84.394500244375,
"PRT","ROADACCID","DEATH","1000000HAB","A","2012",68.284417724124,
"PRT","ROADACCID","DEATH","1000000HAB","A","2013",60.91441429165,
"PRT","ROADACCID","DEATH","1000000HAB","A","2014",61.339890099684,
"KOR","ROADACCID","DEATH","1000000HAB","A","2001",170.93037718848,
"KOR","ROADACCID","DEATH","1000000HAB","A","2002",151.58022913591,
"KOR","ROADACCID","DEATH","1000000HAB","A","2003",150.58778723023,
"KOR","ROADACCID","DEATH","1000000HAB","A","2004",136.4945126939,
"KOR","ROADACCID","DEATH","1000000HAB","A","2005",132.32454270985,
"KOR","ROADACCID","DEATH","1000000HAB","A","2006",130.61979972374,
"KOR","ROADACCID","DEATH","1000000HAB","A","2007",126.65446242945,
"KOR","ROADACCID","DEATH","1000000HAB","A","2008",119.66231661189,
"KOR","ROADACCID","DEATH","1000000HAB","A","2009",118.39903333821,
"KOR","ROADACCID","DEATH","1000000HAB","A","2010",111.09068002268,
"KOR","ROADACCID","DEATH","1000000HAB","A","2011",104.71269611703,
"KOR","ROADACCID","DEATH","1000000HAB","A","2012",107.410673095,
"KOR","ROADACCID","DEATH","1000000HAB","A","2013",100.97386036215,
"KOR","ROADACCID","DEATH","1000000HAB","A","2014",93.838689951983,
"ROU","ROADACCID","DEATH","1000000HAB","A","2001",111.1966083453,
"ROU","ROADACCID","DEATH","1000000HAB","A","2002",110.35182998124,
"ROU","ROADACCID","DEATH","1000000HAB","A","2003",103.59535681439,
"ROU","ROADACCID","DEATH","1000000HAB","A","2004",112.71808712278,
"ROU","ROADACCID","DEATH","1000000HAB","A","2005",123.87612668761,
"ROU","ROADACCID","DEATH","1000000HAB","A","2006",122.06423022626,
"ROU","ROADACCID","DEATH","1000000HAB","A","2007",134.08046800979,
"ROU","ROADACCID","DEATH","1000000HAB","A","2008",149.23647164081,
"ROU","ROADACCID","DEATH","1000000HAB","A","2009",137.32671094868,
"ROU","ROADACCID","DEATH","1000000HAB","A","2010",117.40085665583,
"ROU","ROADACCID","DEATH","1000000HAB","A","2011",100.16117113722,
"ROU","ROADACCID","DEATH","1000000HAB","A","2012",101.80458853522,
"ROU","ROADACCID","DEATH","1000000HAB","A","2013",93.125930227211,
"ROU","ROADACCID","DEATH","1000000HAB","A","2014",91.315581778453,
"JPN","ROADACCID","DEATH","1000000HAB","A","2001",79.206285539013,
"JPN","ROADACCID","DEATH","1000000HAB","A","2002",75.679704970772,
"JPN","ROADACCID","DEATH","1000000HAB","A","2003",70.029283264693,
"JPN","ROADACCID","DEATH","1000000HAB","A","2004",67.09402712878,
"JPN","ROADACCID","DEATH","1000000HAB","A","2005",62.58755762172,
"JPN","ROADACCID","DEATH","1000000HAB","A","2006",57.377946720478,
"JPN","ROADACCID","DEATH","1000000HAB","A","2007",52.304278872821,
"JPN","ROADACCID","DEATH","1000000HAB","A","2008",47.468823938218,
"JPN","ROADACCID","DEATH","1000000HAB","A","2009",45.608253219521,
"JPN","ROADACCID","DEATH","1000000HAB","A","2010",45.506363707348,
"JPN","ROADACCID","DEATH","1000000HAB","A","2011",43.298678744925,
"JPN","ROADACCID","DEATH","1000000HAB","A","2012",41.221039105532,
"JPN","ROADACCID","DEATH","1000000HAB","A","2013",40.527286280356,
"JPN","ROADACCID","DEATH","1000000HAB","A","2014",38.011879694522,
"GEO","ROADACCID","DEATH","1000000HAB","A","2001",127.21138063104,
"GEO","ROADACCID","DEATH","1000000HAB","A","2002",118.20059674088,
"GEO","ROADACCID","DEATH","1000000HAB","A","2003",132.99232736573,
"GEO","ROADACCID","DEATH","1000000HAB","A","2004",150.05889281508,
"GEO","ROADACCID","DEATH","1000000HAB","A","2005",138.66348448687,
"GEO","ROADACCID","DEATH","1000000HAB","A","2006",163.20116054159,
"GEO","ROADACCID","DEATH","1000000HAB","A","2007",180.54875061244,
"GEO","ROADACCID","DEATH","1000000HAB","A","2008",215.1364764268,
"GEO","ROADACCID","DEATH","1000000HAB","A","2009",185.52036199095,
"GEO","ROADACCID","DEATH","1000000HAB","A","2010",174.47784004075,
"GEO","ROADACCID","DEATH","1000000HAB","A","2011",135.74193548387,
"GEO","ROADACCID","DEATH","1000000HAB","A","2012",158.16993464052,
"GEO","ROADACCID","DEATH","1000000HAB","A","2013",136.12288135593,
"GEO","ROADACCID","DEATH","1000000HAB","A","2014",137.10759323853,
"BLR","ROADACCID","DEATH","1000000HAB","A","2001",160.54712526473,
"BLR","ROADACCID","DEATH","1000000HAB","A","2002",175.15499392431,
"BLR","ROADACCID","DEATH","1000000HAB","A","2003",179.95765738206,
"BLR","ROADACCID","DEATH","1000000HAB","A","2004",173.48146677347,
"BLR","ROADACCID","DEATH","1000000HAB","A","2005",173.11824452098,
"BLR","ROADACCID","DEATH","1000000HAB","A","2006",179.69949580028,
"BLR","ROADACCID","DEATH","1000000HAB","A","2007",158.77078362377,
"BLR","ROADACCID","DEATH","1000000HAB","A","2008",164.14803339846,
"BLR","ROADACCID","DEATH","1000000HAB","A","2009",139.0588701835,
"GRC","ROADACCID","DEATH","1000000HAB","A","2001",173.07836067542,
"GRC","ROADACCID","DEATH","1000000HAB","A","2002",149.88045336911,
"GRC","ROADACCID","DEATH","1000000HAB","A","2003",146.86948381553,
"GRC","ROADACCID","DEATH","1000000HAB","A","2004",152.43984536575,
"GRC","ROADACCID","DEATH","1000000HAB","A","2005",150.90130308463,
"GRC","ROADACCID","DEATH","1000000HAB","A","2006",150.35803724052,
"GRC","ROADACCID","DEATH","1000000HAB","A","2007",145.90251521636,
"GRC","ROADACCID","DEATH","1000000HAB","A","2008",140.1897716351,
"GRC","ROADACCID","DEATH","1000000HAB","A","2009",131.08830210668,
"GRC","ROADACCID","DEATH","1000000HAB","A","2010",113.11585536313,
"GRC","ROADACCID","DEATH","1000000HAB","A","2011",102.74744506906,
"GRC","ROADACCID","DEATH","1000000HAB","A","2012",89.452151745254,
"GRC","ROADACCID","DEATH","1000000HAB","A","2013",80.162616113817,
"GRC","ROADACCID","DEATH","1000000HAB","A","2014",72.986582495541,
"CZE","ROADACCID","DEATH","1000000HAB","A","2001",130.57175059621,
"CZE","ROADACCID","DEATH","1000000HAB","A","2002",140.33654881535,
"CZE","ROADACCID","DEATH","1000000HAB","A","2003",141.94627073696,
"CZE","ROADACCID","DEATH","1000000HAB","A","2004",135.52871546531,
"CZE","ROADACCID","DEATH","1000000HAB","A","2005",125.93994681926,
"CZE","ROADACCID","DEATH","1000000HAB","A","2006",103.81969556315,
"CZE","ROADACCID","DEATH","1000000HAB","A","2007",118.65427794308,
"CZE","ROADACCID","DEATH","1000000HAB","A","2008",103.61493838522,
"CZE","ROADACCID","DEATH","1000000HAB","A","2009",86.27015715148,
"CZE","ROADACCID","DEATH","1000000HAB","A","2010",76.56755845914,
"CZE","ROADACCID","DEATH","1000000HAB","A","2011",73.646486195619,
"CZE","ROADACCID","DEATH","1000000HAB","A","2012",70.594156383182,
"CZE","ROADACCID","DEATH","1000000HAB","A","2013",62.20116808848,
"CZE","ROADACCID","DEATH","1000000HAB","A","2014",65.366015961279,
"ALB","ROADACCID","DEATH","1000000HAB","A","2001",97.053336527053,
"ALB","ROADACCID","DEATH","1000000HAB","A","2002",81.940078859132,
"ALB","ROADACCID","DEATH","1000000HAB","A","2003",85.537120478376,
"ALB","ROADACCID","DEATH","1000000HAB","A","2004",104.06552626267,
"ALB","ROADACCID","DEATH","1000000HAB","A","2005",102.27505547924,
"ALB","ROADACCID","DEATH","1000000HAB","A","2006",92.56329140361,
"ALB","ROADACCID","DEATH","1000000HAB","A","2007",129.29218923663,
"ALB","ROADACCID","DEATH","1000000HAB","A","2008",102.80546965814,
"ALB","ROADACCID","DEATH","1000000HAB","A","2009",129.11957189689,
"ALB","ROADACCID","DEATH","1000000HAB","A","2010",121.18003955344,
"ALB","ROADACCID","DEATH","1000000HAB","A","2011",110.8359335604,
"ALB","ROADACCID","DEATH","1000000HAB","A","2012",115.15649043012,
"ALB","ROADACCID","DEATH","1000000HAB","A","2013",101.89658912394,
"ALB","ROADACCID","DEATH","1000000HAB","A","2014",91.377811252208,
"ESP","ROADACCID","DEATH","1000000HAB","A","2001",135.05371745088,
"ESP","ROADACCID","DEATH","1000000HAB","A","2002",129.05621362344,
"ESP","ROADACCID","DEATH","1000000HAB","A","2003",127.97585643854,
"ESP","ROADACCID","DEATH","1000000HAB","A","2004",110.45644652921,
"ESP","ROADACCID","DEATH","1000000HAB","A","2005",101.75667715197,
"ESP","ROADACCID","DEATH","1000000HAB","A","2006",92.438014106212,
"ESP","ROADACCID","DEATH","1000000HAB","A","2007",84.52952113374,
"ESP","ROADACCID","DEATH","1000000HAB","A","2008",67.458607507238,
"ESP","ROADACCID","DEATH","1000000HAB","A","2009",58.538126546143,
"ESP","ROADACCID","DEATH","1000000HAB","A","2010",53.202341925011,
"ESP","ROADACCID","DEATH","1000000HAB","A","2011",44.071055634637,
"ESP","ROADACCID","DEATH","1000000HAB","A","2012",40.685817935134,
"ESP","ROADACCID","DEATH","1000000HAB","A","2013",36.036001252251,
"ESP","ROADACCID","DEATH","1000000HAB","A","2014",36.316006223806,
"NLD","ROADACCID","DEATH","1000000HAB","A","2001",67.492699196943,
"NLD","ROADACCID","DEATH","1000000HAB","A","2002",66.010569493494,
"NLD","ROADACCID","DEATH","1000000HAB","A","2003",67.055762660073,
"NLD","ROADACCID","DEATH","1000000HAB","A","2004",54.109566282653,
"NLD","ROADACCID","DEATH","1000000HAB","A","2005",50.061679420446,
"NLD","ROADACCID","DEATH","1000000HAB","A","2006",49.614278047101,
"NLD","ROADACCID","DEATH","1000000HAB","A","2007",48.285598756075,
"NLD","ROADACCID","DEATH","1000000HAB","A","2008",45.60492285076,
"NLD","ROADACCID","DEATH","1000000HAB","A","2009",43.556146413502,
"NLD","ROADACCID","DEATH","1000000HAB","A","2010",38.518496762701,
"NLD","ROADACCID","DEATH","1000000HAB","A","2011",39.597260516547,
"NLD","ROADACCID","DEATH","1000000HAB","A","2012",38.794477719496,
"NLD","ROADACCID","DEATH","1000000HAB","A","2013",33.919623108951,
"NLD","ROADACCID","DEATH","1000000HAB","A","2014",33.797790075166,
"ISR","ROADACCID","DEATH","1000000HAB","A","2001",84.174561267278,
"ISR","ROADACCID","DEATH","1000000HAB","A","2002",79.908675799087,
"ISR","ROADACCID","DEATH","1000000HAB","A","2003",66.520172802966,
"ISR","ROADACCID","DEATH","1000000HAB","A","2004",68.585695403143,
"ISR","ROADACCID","DEATH","1000000HAB","A","2005",63.05825312766,
"ISR","ROADACCID","DEATH","1000000HAB","A","2006",57.416674936558,
"ISR","ROADACCID","DEATH","1000000HAB","A","2007",53.202601635075,
"ISR","ROADACCID","DEATH","1000000HAB","A","2008",56.370402802102,
"ISR","ROADACCID","DEATH","1000000HAB","A","2009",41.947205300844,
"ISR","ROADACCID","DEATH","1000000HAB","A","2010",46.17241198384,
"ISR","ROADACCID","DEATH","1000000HAB","A","2011",43.91047928095,
"ISR","ROADACCID","DEATH","1000000HAB","A","2012",33.246950255989,
"ISR","ROADACCID","DEATH","1000000HAB","A","2013",34.369377752962,
"ISR","ROADACCID","DEATH","1000000HAB","A","2014",33.959370473605,
"ARG","ROADACCID","DEATH","1000000HAB","A","2008",142.61167163736,
"ARG","ROADACCID","DEATH","1000000HAB","A","2009",127.91852587465,
"ARG","ROADACCID","DEATH","1000000HAB","A","2010",123.56912759978,
"ARG","ROADACCID","DEATH","1000000HAB","A","2011",120.98842066397,
"ARG","ROADACCID","DEATH","1000000HAB","A","2012",120.5319015328,
"ARG","ROADACCID","DEATH","1000000HAB","A","2013",122.44967521687,
"ARG","ROADACCID","DEATH","1000000HAB","A","2014",122.82024028236,
